id,titrFr,categorieFr,ref,niveau,prix,img,description
547,Modélisation des états de la matière,Physique,DB470,متوسط,7.000.00 Dzd,/media/produit/images/DB_470_copy.jpg,Cet appareil est conçu pour modéliser les trois états de la matière au niveau moléculaire Les molécules qui composent le matériau sont compactes et à l’état liquide; les vibrations vibrent A l''état gazeux; les molécules sont en mouvement rapide et sont liées dans toutes les directions Bol. Ces trois cas sont modelés de très près par la réalité.
548,Visualisation d’un Champ Electrique,Electronique et électricité,DB471,متوسط - ثانوي,0.00 Dzd,/media/produit/images/DB_471-1_copy.jpg,Le dispositif est une base en matière plastique avec un bassin rectangulaire et un circulaire Equipé d''une installation électrique pour mener des expériences sur la réalisation du champ électrique. L''appareil est fourni avec des fils Electricité et granulés utilisés dans les expériences (Fig. 1) L''appareil est conçu pour étudier le champ électrique dans l''espace entre deux pôles; l''un négatif et l''autre positif. Dans les deux premiers cas; les pôles sont deux pièces métalliques plates parallèles (Fig. 2) Le deuxième cas est l''un des pôles dans une forme circulaire Le deuxième pôle est un point au centre du cercle (Fig. 3) Il est également utilisé dans l''expérience pour mesurer la différence de potentiel entre l''un des pôles et un point situé entre les deux pôles. Remarque: La réalisation d''expériences nécessite l''utilisation d''une machine et de générateurs pour les charges électriques.
549,Logiciel de simulation interactive,Physique,DB472,متوسط - ثانوي,0.00 Dzd,/media/produit/images/DB_472_copy.jpg,GenieLab est un logiciel de simulation Interactive; développé pour être Un outil utilisé par les enseignants du secondaire (Sciences physiques.) Le logiciel facilite le processus d’expérimentation virtuelle en créant des objets Les quantités physiques sont visibles et réactives Le logiciel a des outils pour permettre au professeur De créer des expériences de physique qu''il conçoit lui-même dans un environnement d''apprentissage Et apprendre par défaut Vise à développer le travail de laboratoire des étudiants. Grâce à GenieLab; l’apprenant entre et joue Concevoir et mener l''expérience lui-même et ensuite enregistrer les résultats Expérimental; lui permettant de développer ses capacités et compétences cognitives Le logiciel lui permet d’observer une observation scientifique précise Et l''utilisation des processus cognitifs et cognitifs En analyse et conclusion Composants matériels: - Capteur de plateau - Titulaire à trois pattes - Stylo d''écriture numérique - logiciel de transport de CD - câble USB Joignez une instruction d''utilisation détaillant comment installer Moyens de mener des expériences (non inclus): - des ordinateurs - projecteur - tableau blanc
550,Energie éolienne,Electronique et électricité,DB473,متوسط,3.700.00 Dzd,/media/produit/images/DB_473_copy.jpg,Utilisé pour illustrer l''utilisation du vent Générer de l''électricité
551,Générateur basses fréquences,Electronique et électricité,DB474,متوسط - ثانوي,0.00 Dzd,/media/produit/images/DB_474_copy.jpg,Générateur de fonctions basses fréquences; prix raisonnable et très pratique
552,Ballon de Football,Ballons et filets,LB051,متوسط,0.00 Dzd,/media/produit/images/LB_051_copy.jpg,
553,Ballon de Handball,Ballons et filets,LB052,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_052_copy.jpg,
554,Ballon de BASKETBALL,Ballons et filets,LB053,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_053_copy.jpg,
555,Ballon de Volley-ball,Ballons et filets,LB054,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_054_copy.jpg,
556,Filet de Football,Ballons et filets,LB055,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_055_copy.jpg,
557,Filet de Handball,Ballons et filets,LB056,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_056_copy.jpg,
558,Filet de BASKETBALL,Ballons et filets,LB057,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_057_copy.jpg,
559,Filet de Volley-ball,Ballons et filets,LB058,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_058_copy.jpg,
560,Chronomètre,Equipements d'atelier,LB059,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_059_copy.jpg,
561,Maquette de stade de football,Ballons et filets,LB305,متوسط - ثانوي,4.900.00 Dzd,/media/produit/images/LB_305_copy.jpg,Le modèle de terrain de football proposé ici est une plaque de métal verte (couleur herbe) Toutes les lignes régulières d''un terrain de football sont imprimées dessus. Le modèle est utilisé comme une aide à l''enseignant d''éducation physique dans l''enseignement des règles du football. 40 pièces magnétiques représentant les joueurs au cours du processus éducatif sont livrées avec le modèle. Le professeur de sport peut écrire sur le formulaire avec un stylo effaçable.
562,Mallette à outils,Equipements d'atelier,LB060,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_060_copy_OR6O0lW.jpg,
563,Scie à métaux,Equipements d'atelier,LB061,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_061_copy.jpg,
564,Vilebrequin,Equipements d'atelier,LB062,متوسط - ثانوي,700.00 Dzd,/media/produit/images/LB_062_copy.jpg,
565,Équerré de menuiserie,Equipements d'atelier,LB063,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_063_copy.jpg,
566,Clé à molette,Equipements d'atelier,LB064,متوسط - ثانوي,240.00 Dzd,/media/produit/images/LB_064_copy.jpg,
567,Scie Egoine,Equipements d'atelier,LB065,متوسط - ثانوي,350.00 Dzd,/media/produit/images/LB_065_copy.jpg,
568,multiprise,Equipements d'atelier,LB067,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_066_copy.jpg,
569,Etain,Equipements d'atelier,LB069,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_067_copy.jpg,
570,Rabot manuel de menuiserie,Equipements d'atelier,LB070,متوسط - ثانوي,800.00 Dzd,/media/produit/images/LB_069_copy.jpg,
571,Jeu de ciseaux à bois,Equipements d'atelier,LB071,متوسط - ثانوي,1.000.00 Dzd,/media/produit/images/LB_071_copy.jpg,
572,Jeu de tournevis électriques,Equipements d'atelier,LB072,متوسط - ثانوي,0.00 Dzd,/media/produit/images/LB_072_copy.jpg,
573,Jeu de 4 pinces,Equipements d'atelier,LB073,متوسط - ثانوي,300.00 Dzd,/media/produit/images/LB_073_copy.jpg,
574,Décamètre,Equipements d'atelier,LB074,متوسط - ثانوي,310.00 Dzd,/media/produit/images/LB_074_copy.jpg,
575,Jeu de 4 pinces,Equipements d'atelier,LB075,متوسط - ثانوي,1.500.00 Dzd,/media/produit/images/LB_075_copy.jpg,
576,Double mètre,Equipements d'atelier,LB076,متوسط - ثانوي,130.00 Dzd,/media/produit/images/LB_076_copy.jpg,
577,Tenaille de menuiserie,Equipements d'atelier,LB077,متوسط - ثانوي,360.00 Dzd,/media/produit/images/LB_077_copy.jpg,
578,Marteau,Equipements d'atelier,LB078,متوسط - ثانوي,230.00 Dzd,/media/produit/images/LB_078_copy.jpg,
579,Spermatogenése,Anatomie humaine,AN027,tous les niveaux,8.000.00 Dzd, ,
580,Série de masses à crochets,Physique,DB002-1,tous les niveaux,6.000.00 Dzd, ,
581,Poussée d’Archimède avec support,Physique,DB014-2,tous les niveaux,5.000.00 Dzd, ,
582,Anneau de S'gravesende,Physique,DB026,tous les niveaux,2.850.00 Dzd, ,
583,"Le circuit ""ET"" et le circuit ""OU""",Electronique et électricité,DB058,cem,1.500.00 Dzd, ,
584,Association de résistances,Electronique et électricité,DB059,tous les niveaux,2.800.00 Dzd, ,
585,Simple allumage,Electronique et électricité,DB060,cem,1.000.00 Dzd, ,
586,Sens du courant,Electronique et électricité,DB061,tous les niveaux,550.00 Dzd, ,
587,Double allumage,Electronique et électricité,DB063,cem,1.000.00 Dzd, ,
588,Lampes en série et lampes en paralléle,Electronique et électricité,DB064,cem,2.200.00 Dzd, ,
589,Interrupteur sur support,Electronique et électricité,DB065,tous les niveaux,550.00 Dzd, ,
590,Lampe sur support,Electronique et électricité,DB066,tous les niveaux,550.00 Dzd, ,
591,Allumage va et vient,Electronique et électricité,DB067,cem,1.500.00 Dzd, ,
592,Pont de GRAETZ,Electronique et électricité,DB068,lycee,1.000.00 Dzd, ,
593,Bouton poussoir sur support,Electronique et électricité,DB069,tous les niveaux,500.00 Dzd, ,
594,Pont diviseur/Potentiométrique,Electronique et électricité,DB070,lycee,2.800.00 Dzd, ,
595,Circuits RLC,Electronique et électricité,DB071,lycee,3.000.00 Dzd, ,
596,"Transistor ""npn""",Electronique et électricité,DB081,lycee,500.00 Dzd, ,
597,Compteur électrique (boitier transparent),Electronique et électricité,DB087,cem,7.500.00 Dzd, ,
598,Amper métre 02 calibres,Electronique et électricité,DB105,tous les niveaux,1.800.00 Dzd, ,
599,"Aimant en forme de ""U""",Physique,DB118,tous les niveaux,2.000.00 Dzd, ,
600,Aimant en fer a cheval,Physique,DB118-1,tous les niveaux,2.700.00 Dzd, ,
601,Eléctroscope,Physique,DB119,cem,2.700.00 Dzd, ,
602,Paire de barreaux magnétique cylindrique,Physique,DB121,lycee,2.000.00 Dzd, ,
603,Densimétre universel,Expériences de chimie,DB127,tous les niveaux,2.000.00 Dzd, ,
604,Tube de NEWTON,Physique,DB128,lycee,2.000.00 Dzd, ,
605,Charge et décharge d'un condensateur,Electronique et électricité,DB147,tous les niveaux,3.100.00 Dzd, ,
